,label,stemmed_narasi_model,stemmed_judul_model
135,1,test fb teman sini mark zuckerberg ceo facebook temu kata bff untuk pasti akun anda aman di facebook ketik bff di komentar jika lihat hijau akun anda lindung jika tidak muncul dalam warna hijau ubah kata sandi anda segera karena mungkin retas oleh orang copied,mark zuckerberg ceo facebook temu kata bff
136,0,dasar tinjau internal redaksi temu fakta bahwa editor terburuburu dalam unggah artikel sebut sehingga abai standar yang tentu utama kait dengan cover bothside masuk untuk selektif dalam cari narasumber karena telah jadi akun anonim bagai rujuk utama,jelas kait berita muslim cyber army yang tidak sesuai standar
137,0,teror kiai di ponpes diri hoax ini cerita benar,teror kiai di ponpes diri hoax ini cerita benar
138,0,utk sekian kali jadi aniaya hadap ulama di jabar hr ini ulama bogor ustsulaiman bacok orang gila di bogor umat islam rapat baris always waspada,aniaya ulama di bogor
139,0,bahaya makan rambutan sambil minum teh manis sebab sumbat salur napas,bahaya makan rambutan sambil minum teh manis sebab sumbat salur napas
140,1,wali kota solo fx had rudyatmo geram dengan informasi hoax kait banjir di jalan slamet riyadi solo,jalan slamet riyadi kota solo genang banjir
141,1,tahun sekolah layar udah bayar mahal tiap hari didik militer sakit hati sakit badan,mahal biaya sekolah layar
142,1,sisa video demo yang jarah warung di jakarta november malam di share biar tahu laku,video serta aksi rusak toko
143,1,milik saham taxi express oleh usaha dan bakal cagub sandiaga uno,saham taxi express sudah milik oleh sandiaga uno
144,1,mengapa mesin mobil sering mati di atas lintas rel kereta api org awam terkadang ira hal ini di sbbkan karena lintas sebut angkerkurang sajen dan kemenyanada demit dll,mesin mobil sering mati di atas rel kereta api
145,0,perintah rencana impor beras juta ton indonesia gagal swasembada,indonesia gagal wujud swasembada pangan
146,1,masih kah percaya dengan tvtidak ada satupunmedia tv siar demo tolak uu hip utama orang desa yang jauh dari jangkau mereka hanya percaya sama tv padahal tv sudah di boking rezim yang berkuasaayo rakyat buka mata dan pikiranisu covid hanya pengalihanini bentuk bodoh sdm,media tidak siar demo ruu hip
147,1,bawa sendiri bakar sendiri lapor sendiri memang pki tukang nyusup licik alih tolak ruu hippki kpd umat kristiani jangan hasut pki yang suka fitnah adu domba apalagi dukung bela pki itu dosa besar karena pki tidak percaya yesus kristus agamapki antek serta dukung tempat adalah kerak neraka,bakar bendera pdip nyata adalah anggota simpatisan pdip sendiri
148,1,minggu juni buat orang menang rilis hadiah,minggu juni baim wong rilis hadiah buat orang menang
149,1,surat nomor hrdpt pertamina perserovi perihal panggil seleksi rekrutmen karyawan dalam surat sebut lokasi seleksi rekrutmen di gedung perwira lantai jl medan merdeka timur jakarta pusat,panggil seleksi rekrutmen pertamina tanggal juni
150,1,mana ucap bela sungkawa presiden kepada dari dan team medis yang gugur medan covid tidak ada sama sekali,tidak ada sama sekali ucap bela sungkawa presiden kepada dari dan team medis yang gugur medan covid
151,1,gereja minta di azankanmrk yakin karena dasar riset corona enggak aktif bila di dengar azan atau alquranmashaallah,video gereja minta di azan corona enggak aktif bila di dengar azan
152,1,in america there has been looting everywhere for fear of the corona virus,video in america there has been looting everywhere for fear of the corona virus
153,1,buat indonesia pabrik korsel salesnya tiongkok bel indonesia mumet endas dalam foto itu dus lihat tulis merek apd selain itu ada tulis korea bawah lalu tulis bahasa inggris yang tunjuk jumlah dalam satu dus dan warna apd serta nomor seri yang tarik di bagi bawah dapat tulis made ini indonesia,pelintir konteks foto apd hasil ekspor korea tulis made indonesia
154,0,kita sudah komunikasi dengan menteri bumn dan sesuai dengan aja presiden jokowi bahwa twc akan laku tutup bagi unjung,update status kait tutup beberapa destinasi wisata di diy
155,1,selamat sore kwn barusan dapat info dari kwn yang kerja di rs sintang bahwa ada satu pasien virus corona dari badau saat ini sedang otw rujuk ke rumah sakit rujuk sintang untuk kita waspada kalau ada yang kunjung ke rs anang klupa pakai masker,satu pasien virus corona dari badau otw rujuk ke rumah sakit rujuk sintang
156,1,ikarang siaga dengan virus corona ada kabar untuk daerah lippo sudah ada yang serang viirus corona orang dan tinggal dunia namun kita belum nyelidiki ke tkpdan himbauan untuk warga cikarang dan sekitar untuk hari ini dan terus wajib pakai masker agar tidak kena virus coronapusat virus corona ada di buah usaha besar meikarta dan sampai saat ini perintah belum tindak tegas bahkan tadi pagi ada aksi dari para habib bekas minta perintah basmi virus corona di bekas,cikarang siaga virus corona karena sudah orang tinggal di meikarta
157,1,akibat main game ular yang lagi trending sekarang hati gaeeees,video mata juling akibat main game ular yang lagi trending sekarang hati gaeeees
158,1,artikel tamparannewsdotblogspotdotcom tampil artikel dengan judul percuma lapor pdip sebut sukmawati tidak bisa tahan karena dia orang kuat yang di awal artikel tulis merdekaind,judul artikel percuma lapor pdip sebut sukmawati tidak bisa tahan karena dia orang kuat
159,1,maskapai tebang turki lari diri dari tabrak yang rencana oleh teroris dengan tanker bahan bakar ahli pilot dan putus yang ambil dalam sekian detik selamat tumpang ini sebut mukjizat teroris dan khilafah harus out dari nkri,maskapai tebang turki lari diri dari tabrak yang rencana oleh teroris dengan tanker bahan bakar
160,1,bila anda ikhlas hati untuk hilang derita anak ini mohon video ini terus kepada siapa saja karena anak ini akan dapat royalty ribu rupiah tiap wa yang anda rim terimakasih moga anda dapat pahala aamiin yra,royalty ribu rupiah tiap wa
161,1,saya yang salah dulu saya bilang jangan sentuh miras walau tetes dia malah nyabu,artikel liputancom rhoma irama saya yang salah dulu saya bilang jangan sentuh miras walau tetes dia malah nyabu
162,1,info dari belah,menpora imam nahrawi mundur dari jabat
163,0,mohon maaf pak hassan pilih gila itu hoax yg benar sesuai putus mk adalah pilih dengan ganggu jiwaingatan gila hanya salah satu jenis lagipula angka juga hoax dulu juta sekarang diskon jadi juta yg benar hanya demikian,klarifikasi kpu kait nyata ustaz haikal hassan kena juta pilih yang gila
164,0,berita pagi ini di tv one hubung unggul di jambi kardus kpu bakar oleh oknum untuk hilang bukti sekarang sudah paham kenapa kotak suara dari kardus,kotak suara dprd jambi bakar otk
165,1,apa apa semua di klaim sama metro tv nih kenal saja kagak omong kagum urat malu nya deh putus mereka besok ganti candi borobudur menara eiffel bahkan air terjun niagara bakal di klaim sih jae yang bangun,metro tv berita serang senator australia nyata kagum jokowi
166,1,waduh pak sby kok begitu sih suruh coblos nomor amin kasihan kan pak ada yang akan punah indonesiamaju,sby suruh coblos nomor amin
167,1,ekor singa lintas sabana sama anak nya krn panas terik anak nyaris tidak bisa jalan,foto gajah tolong anak singa dengan belalai
168,1,waduh ini kopi suka ku ini stok kopi ku baru beli jadi takut minum,white koffie bahaya karena kandung mudah bakar
169,1,zambian student ini china has been killed by chinese nationals for dating chinese woman,zambian student ini china was beaten tapi death
170,1,belum lama ini edar di media sosial surat edar yang mengatasnamakan bank indonesia bi yang isi panggil wawancara calon pegawai bi dapat pasti hoaks,surat panggil wawancara calon pegawai bank indonesia
171,1,poster yang edar di media sosial rawan nasional kabupaten bekas rencana gelar deklarasi di lapang mustika ratu cibuntu camat cibitung pada minggu,lapang mustika ratu di bekas jadi tempat acara dalam poster undang
172,1,subahanallah astagfirullah halazim allah hu akbar sudah begitu sadis nya cara pikir politik pdip untuk negri ini,bu mega saja tuju pki bangkit masak kalian enggak
173,0,cara tegas indo barometer nyata meme hasil survei pilpres sebut hoax alias tidak benar kami dari indo barometer klarifikasi bahwa data sebut tidak benar dan bukan sumber dari indo barometer ujar direktur eksekutif indo barometer qodari minggu,indo barometer bantah buat hasil survei pilpres antara jokowi dan prabowo
174,1,jokowi jual indonesia,valid jokowi jual indonesia
175,0,kami klarifikasi sekali lagitulisan rupa inisiatif oknum karyawan yang punya hak di mesin kasirbukan dari pihak owner,tulis di struk bayar ayam geprek eskom
176,1,masuk ke monas tangan di stempel logo kristus paling tonjol ada kupon dari charles honor kader pdipcaleg dapil dki hahhaha bilang saja lu mau tipu dasar kodok bangkong,selebaran kupon bazaar beras murah gambar wajah charles honor dari kader pdip juang
177,0,lsf klarifikasi kait potong menit durasi film avengers infinity war,lsf klarifikasi kait potong menit durasi film avengers infinity war
178,0,yang nangkap polisi kamboja yang ribut netizen indonesia,yang nangkap polisi kamboja yang ribut netizen indonesia
179,0,red army itu kalau orang lihat itu kan identik dengan komunis identik dengan satu di uni soviet di vietnam maupun di china,baliho red army di kota malang adalah simbol bangkit pki
180,1,hadir latih masjid cyber army yang akan ada pada sabtu desember jam sd tempat masjid baitul ihsan bank indonesia jakarta pusat,latih masjid cyber army di masjid baitul ihsan bank indonesia
181,1,gubernur papu lukas enembe kalau non muslim tidak boleh jadi gubernur dki atau presiden indonesia maka biar papua melanesia merdeka,nyata gubernur papua yang sebut bela ahok
182,1,ketidakhadiran presiden joko widodo jokowi pada puncak ingat hari anak nasional han di mataram ntb hari ini sabtu timbul kecewa anakanak yang datang dari bagai provinsi,absen di acara hari anak nasional jokowi pilih hadir silatnas rawan
183,1,berita baru hari ini sri mulyani sudah tidak sanggup lanjut serah tugas ke rizal ramli,video berita baru hari ini sri mulyani sudah tidak sanggup lanjut serah tugas ke rizal ramli
184,1,sekarang ada yang baru dan sedang jadi orang datang dari pintu ke pintu dan bagi masker mereka kata ini ada bagi masker dari perintah hal itu tidak benar mereka minta anda kena masker untuk foto lihat apakah masker sebut cocok untuk anda bagai lapor kalo masker sudah sampai alamat masker yang sudah beri bius lalu mereka rampok tolong jangan ambil masker dari orang asing ingat temanteman ini adalah waktu yang kritis orangorang putus asa tingkat jahat tingkat lama periode covid harap berhatihati tidak informasi ini mungkin bisa guna dan manfaat mohon maaf bila ada salah katawaspada waspada lah pada siapa yang kita belum kenal,pesan beranta buah ingat sekarang ada yang baru dan sedang jadi orang datang dari pintu ke pintu dan bagi masker
185,1,assalamualaikum wr wb temen spesialisjust infobeberapa rumah sakit paksa tutup karena karyawan positif,beberapa rsud di jakarta dan depok tutup karena karyawan positif covid
186,1,info bumn warga negara australia nama antonius reiner haryanto angkat jadi direktur transformasi bisnis holding rumah sakit bumn pertamedika ini pertama kali warga negara asing jadi direksi di bumn indonesia mohon bantu sebar info ini,wna angkat jadi direksi di bumn
187,1,busuk rs bokap gue sakit apa di diagnosa nya covid inti yang tinggal di rs langsung di vonis covid angka mati covid yang tingkat mungkin bukan karena covid lai data asal dari rs,sakit apa di diagnosa nya covid
188,1,lesson ini wolfpack leadership the wolves ini front are old sick they walk ini front tapi set the pace of the running group lest they get left behind the next wolves are the strongest best they are tasked tapi protect the front side if there is an attack the pack ini the middle are always protected from any attack the behind them are also among the strongest best they are tasked tapi protect the back side if there is an attack the last one is the leader he ensures that no one is left behind he keeps the pack unified and on the same path he is always ready tapi run ini any direction tapi protect serves as the bodyguard tapi the entire group,miscaptioned wolfpack photo
189,1,buat teman yang aku sayang saya hanya meng ingat kan saja ya nanti kalau mal dalam waktu dekat ini akan di buka kembali tolong jangan ke mall dulu ya karena pada saat mall di tutup banyak bareng rusak dan yang jamur keri,sebut banyak jamur dan barang kadaluwarsa warga imbau tak ke mal
190,1,vaksin pertama kali buat di bawah khalifah ottoman tahun lady mary montagu istri dubes british di istanbul tulis surat kepada beberapa teman bahwa di istanbul ada sesuatu yang sebut vaksinasi dalam obat orang cacar di istanbullady mary cerita bahwa perempuan dan anakanak kumpul lalu di lengan mereka buat macam gores telah itu beri sesuatu dan mereka akan alami demam ringan selanjunya akan jadi imun surat ini adalah dokumentasi tua sangkut produksi dan pakai vaksin suratsurat sebut tanggal april edward jenner yang sebut temu vaksin cacar smallpox laku teliti tahun edward temu teori dan tehniknya namun belum produksi vaksin sedang louis pasteur buat vaksin rabies dan antrax ketika hendak buat studi produksi vaksin dia habis uang dia lalu tulis surat kepada sultan abdul hamid ii sultan lalu tuju dengan syarat laboratorium pindah ke istanbul pasteur tolak syarat sebut sultan lalu minta agar dokter ottoman jadi asisten dalam teliti yang kemudian terima oleh pasteur sultan kemudian kirim bantu lira ottoman dan beri pasteur harga medali order of medjidie st class tahun vaksin rabies buat lalu bawa ke istanbul awal januari vaksin rabies pertama kali produksi di istanbul,vaksin pertama kali buat di bawah khalifah ottoman tahun
191,1,profesor fisiologi dokter jepang profesor dr tasuku honjo cipta sensasi di depan media hari ini dengan kata bahwa virus korona itu tidak alamijika itu alami itu tidak akan pengaruh seluruh dunia seperti ini karena sesuai sifat suhu beda di bagai negara jika itu alami itu akan dampak buruk hanya pada negaranegara yang milik suhu yang sama dengan cina,profesor dr tasuku honjo kata bahwa virus korona itu tidak alami cina telah buat
192,1,omd indonesia office tower rd floor unit jl casablanca raya kav jakarta selatan jangan ke kokas dulu ya mall di lockdown karena salah satu staff atas ada yang suspect covid,jangan ke kokas dulu ya mall di lockdown karena salah satu staff atas ada yang suspect covid
